"scientific_name","common_name","genus","category","family","order","production_sector","broad_category","nutrient","value"
"crangon crangon","common shrimp","crangon","Crustaceans","crangonidae","decapoda","import","Marine areas","Omega-3 fatty acids",1.00159172
"crangon crangon","common shrimp","crangon","Crustaceans","crangonidae","decapoda","import","Marine areas","Vitamin A",1.54285714285714
"crangonidae","natantian decapods nei",NA,"Crustaceans","crangonidae","decapoda","import","Marine areas","Calcium",323.392743532934
"crangonidae","natantian decapods nei",NA,"Crustaceans","crangonidae","decapoda","import","Marine areas","Omega-3 fatty acids",1.00159172
"crangonidae","natantian decapods nei",NA,"Crustaceans","crangonidae","decapoda","import","Marine areas","Vitamin A",1.54285714285714
"crangonidae","natantian decapods nei",NA,"Crustaceans","crangonidae","decapoda","import","Marine areas","Zinc",2.15785119991958
"cymbium","volutes nei","cymbium","Moluscs; Other","volutidae","neogastropoda","import","Marine areas","Calcium",191.95481
"cymbium","volutes nei","cymbium","Moluscs; Other","volutidae","neogastropoda","import","Marine areas","Iron",2.25388181818182
"cymbium","volutes nei","cymbium","Moluscs; Other","volutidae","neogastropoda","import","Marine areas","Omega-3 fatty acids",0.12
"cymbium","volutes nei","cymbium","Moluscs; Other","volutidae","neogastropoda","import","Marine areas","Vitamin A",0.333333333333333
"cymbium","volutes nei","cymbium","Moluscs; Other","volutidae","neogastropoda","import","Marine areas","Vitamin B12",2.27545
"cymbium","volutes nei","cymbium","Moluscs; Other","volutidae","neogastropoda","import","Marine areas","Zinc",1.85388571428571
"cymbium cymbium","pig's snout volute","cymbium","Moluscs; Other","volutidae","gastropoda","Capture production","Marine areas","Calcium",674.4
"cymbium cymbium","pig's snout volute","cymbium","Moluscs; Other","volutidae","gastropoda","Capture production","Marine areas","Iron",8.1
"cymbium spp","volutes nei","cymbium","Moluscs; Other","volutidae","gastropoda","Capture production","Marine areas","Calcium",674.4
"cymbium spp","volutes nei","cymbium","Moluscs; Other","volutidae","gastropoda","Capture production","Marine areas","Iron",8.1
"decapoda","marine crabs nei",NA,"Crustaceans",NA,"decapoda","import","Marine areas","Omega-3 fatty acids",1.00159172
"decapoda","marine crabs nei",NA,"Crustaceans",NA,"decapoda","import","Marine areas","Vitamin A",1.54285714285714
"decapoda","marine crabs nei",NA,"Crustaceans",NA,"decapoda","import","Marine areas","Vitamin B12",3.68300448303371
"diagramma pictum","painted sweetlips","diagramma","Demersal Fish","haemulidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"diastobranchus capensis","basketwork eel","diastobranchus","Demersal Fish","synaphobranchidae","anguilliformes","Capture production","Marine areas","Omega-3 fatty acids",1.616427875
"dicentrarchus","seabasses nei","dicentrarchus","Demersal Fish","moronidae","perciformes","import","Marine areas","Omega-3 fatty acids",1.15059860465116
"dicentrarchus","seabasses nei","dicentrarchus","Demersal Fish","moronidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"dicentrarchus","seabasses nei","dicentrarchus","Inland waters","moronidae","perciformes","Capture production","freshwater","Omega-3 fatty acids",1.15059860465116
"dicentrarchus","seabasses nei","dicentrarchus","Inland waters","moronidae","perciformes","Capture production","freshwater","Vitamin A",4.01617647058824
"dicentrarchus labrax","european seabass","dicentrarchus","CARPA","moronidae","perciformes","Aquaculture (brackishwater)","freshwater","Omega-3 fatty acids",1.15059860465116
"dicentrarchus labrax","european seabass","dicentrarchus","CARPA","moronidae","perciformes","Aquaculture (brackishwater)","freshwater","Vitamin A",4.01617647058824
"dicentrarchus labrax","european seabass","dicentrarchus","Demersal Fish","moronidae","perciformes","import","Marine areas","Omega-3 fatty acids",1.15059860465116
"dicentrarchus labrax","european seabass","dicentrarchus","Demersal Fish","moronidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"dicentrarchus punctatus","spotted seabass","dicentrarchus","Demersal Fish","moronidae","perciformes","import","Marine areas","Omega-3 fatty acids",1.15059860465116
"dicentrarchus punctatus","spotted seabass","dicentrarchus","Demersal Fish","moronidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"dicologlossa cuneata","wedge sole","dicologlossa","Demersal Fish","soleidae","pleuronectiformes","import","Marine areas","Omega-3 fatty acids",0.569522222222222
"dissostichus eleginoides","patagonian toothfish","dissostichus","Demersal Fish","nototheniidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"dissostichus mawsoni","antarctic toothfish","dissostichus","Demersal Fish","nototheniidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"distichodus","distichodontidae","distichodus","Inland waters","distichodontidae","characiformes","Freshwater (assumed capture)","freshwater","Calcium",223.294
"distichodus","distichodontidae","distichodus","Inland waters","distichodontidae","characiformes","Freshwater (assumed capture)","freshwater","Iron",2.87925627777778
"distichodus","distichodontidae","distichodus","Inland waters","distichodontidae","characiformes","Freshwater (assumed capture)","freshwater","Protein",18.3002272727273
"distichodus","distichodontidae","distichodus","Inland waters","distichodontidae","characiformes","Freshwater (assumed capture)","freshwater","Zinc",0.7862985
"distichodus","grasseaters nei","distichodus","OFWDA","distichodontidae","characiformes","Aquaculture (freshwater)","freshwater","Calcium",223.294
"distichodus","grasseaters nei","distichodus","OFWDA","distichodontidae","characiformes","Aquaculture (freshwater)","freshwater","Iron",2.87925627777778
"distichodus","grasseaters nei","distichodus","OFWDA","distichodontidae","characiformes","Aquaculture (freshwater)","freshwater","Zinc",0.7862985
"donax","donax clams","donax","Moluscs; Other","donacidae","veneroida","import","Marine areas","Omega-3 fatty acids",0.168125
"donax","donax clams","donax","Moluscs; Other","donacidae","veneroida","import","Marine areas","Vitamin A",3.21739130434783
"donax","donax clams","donax","Moluscs; Other","donacidae","veneroida","import","Marine areas","Vitamin B12",9.03333333333333
"eleutheronema tetradactylum","fourfinger threadfin","eleutheronema","Demersal Fish","polynemidae","perciformes","import","Marine areas","Omega-3 fatty acids",1.15059860465116
"ensis ensis","pod razor shell","ensis","Moluscs; Other","pharidae","veneroida","import","Marine areas","Omega-3 fatty acids",0.168125
"ensis ensis","pod razor shell","ensis","Moluscs; Other","pharidae","veneroida","import","Marine areas","Vitamin A",3.21739130434783
"ensis ensis","pod razor shell","ensis","Moluscs; Other","pharidae","veneroida","import","Marine areas","Vitamin B12",9.03333333333333
"ensis ensis","pod razor shell","ensis","Moluscs; Other","pharidae","veneroida","import","Marine areas","Zinc",1.8967638961039
"ensis siliqua","sword razor shell","ensis","Moluscs; Other","pharidae","veneroida","import","Marine areas","Omega-3 fatty acids",0.168125
"ensis siliqua","sword razor shell","ensis","Moluscs; Other","pharidae","veneroida","import","Marine areas","Vitamin A",3.21739130434783
"ensis siliqua","sword razor shell","ensis","Moluscs; Other","pharidae","veneroida","import","Marine areas","Vitamin B12",9.03333333333333
"ensis siliqua","sword razor shell","ensis","Moluscs; Other","pharidae","veneroida","import","Marine areas","Zinc",1.8967638961039
"ephippidae","spadefishes nei",NA,"Demersal Fish","ephippidae","perciformes","import","Marine areas","Omega-3 fatty acids",1.15059860465116
"ephippidae","spadefishes nei",NA,"Demersal Fish","ephippidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"exocoetidae","flyingfishes nei",NA,"Pelagic Fish","exocoetidae","beloniformes","import","Marine areas","Omega-3 fatty acids",1.66818181818182
"exocoetidae","flyingfishes nei",NA,"Pelagic Fish","exocoetidae","beloniformes","import","Marine areas","Vitamin A",2
"fistularia commersonii","bluespotted cornetfish","fistularia","Demersal Fish","fistulariidae","syngnathiformes","Capture production","Marine areas","Vitamin A",2.5
"fistularia corneta","pacific cornetfish","fistularia","Demersal Fish","fistulariidae","syngnathiformes","Capture production","Marine areas","Vitamin A",2.5
"fistularia tabacaria","cornetfish","fistularia","Demersal Fish","fistulariidae","syngnathiformes","Capture production","Marine areas","Vitamin A",2.5
"gadiformes","gadiformes nei",NA,"Demersal Fish",NA,"gadiformes","import","Marine areas","Omega-3 fatty acids",0.247774277777778
"gadiformes","gadiformes nei",NA,"Demersal Fish",NA,"gadiformes","import","Marine areas","Vitamin A",3.60869565217391
"galatheidae","craylets, squat lobsters nei",NA,"Crustaceans","galatheidae","decapoda","import","Marine areas","Calcium",323.392743532934
"galatheidae","craylets, squat lobsters nei",NA,"Crustaceans","galatheidae","decapoda","import","Marine areas","Iron",2.7108242244898
"galatheidae","craylets, squat lobsters nei",NA,"Crustaceans","galatheidae","decapoda","import","Marine areas","Omega-3 fatty acids",1.00159172
"galatheidae","craylets, squat lobsters nei",NA,"Crustaceans","galatheidae","decapoda","import","Marine areas","Vitamin A",1.54285714285714
"galatheidae","craylets, squat lobsters nei",NA,"Crustaceans","galatheidae","decapoda","import","Marine areas","Vitamin B12",3.68300448303371
"galatheidae","craylets, squat lobsters nei",NA,"Crustaceans","galatheidae","decapoda","import","Marine areas","Zinc",2.15785119991958
"galeus melastomus","blackmouth catshark","galeus","Demersal Fish","scyliorhinidae","carcharhiniformes","Capture production","Marine areas","Omega-3 fatty acids",0.095717
"galeus melastomus","blackmouth catshark","galeus","Demersal Fish","scyliorhinidae","carcharhiniformes","Capture production","Marine areas","Vitamin B12",1.22
"galeus melastomus","blackmouth catshark","galeus","Demersal Fish","scyliorhinidae","carcharhiniformes","Capture production","Marine areas","Zinc",0.241405
"galeus murinus","mouse catshark","galeus","Demersal Fish","scyliorhinidae","carcharhiniformes","Capture production","Marine areas","Omega-3 fatty acids",0.095717
"galeus murinus","mouse catshark","galeus","Demersal Fish","scyliorhinidae","carcharhiniformes","Capture production","Marine areas","Vitamin B12",1.22
"galeus murinus","mouse catshark","galeus","Demersal Fish","scyliorhinidae","carcharhiniformes","Capture production","Marine areas","Zinc",0.241405
"gerres","mojarras(=silver-biddies) nei","gerres","Pelagic Fish","gerreidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"gerres oblongus","slender silver-biddy","gerres","Demersal Fish","gerreidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"gerres oyena","common silver-biddy","gerres","Demersal Fish","gerreidae","perciformes","import","Marine areas","Vitamin A",4.01617647058824
"ginglymostoma cirratum","nurse shark","ginglymostoma","Demersal Fish","ginglymostomatidae","orectolobiformes","Capture production","Marine areas","Calcium",0.0081
"ginglymostoma cirratum","nurse shark","ginglymostoma","Demersal Fish","ginglymostomatidae","orectolobiformes","Capture production","Marine areas","Iron",0.00054
"ginglymostoma cirratum","nurse shark","ginglymostoma","Demersal Fish","ginglymostomatidae","orectolobiformes","Capture production","Marine areas","Zinc",0.00055
"glossanodon semifasciatus","deep-sea smelt","glossanodon","Demersal Fish","argentinidae","osmeriformes","import","Marine areas","Vitamin A",2.5
"glycymeris glycymeris","common european bittersweet","glycymeris","Moluscs; Other","glycymerididae","arcoida","import","Marine areas","Calcium",139.97
"glycymeris glycymeris","common european bittersweet","glycymeris","Moluscs; Other","glycymerididae","arcoida","import","Marine areas","Iron",7.244269
"glycymeris glycymeris","common european bittersweet","glycymeris","Moluscs; Other","glycymerididae","arcoida","import","Marine areas","Omega-3 fatty acids",0.978285714285714
"glycymeris glycymeris","common european bittersweet","glycymeris","Moluscs; Other","glycymerididae","arcoida","import","Marine areas","Vitamin A",5
"glycymeris glycymeris","common european bittersweet","glycymeris","Moluscs; Other","glycymerididae","arcoida","import","Marine areas","Zinc",2.12864857142857
"gollum attenuatus","slender smooth-hound","gollum","Demersal Fish","proscylliidae","carcharhiniformes","Capture production","Marine areas","Calcium",14.0788215384615
"gollum attenuatus","slender smooth-hound","gollum","Demersal Fish","proscylliidae","carcharhiniformes","Capture production","Marine areas","Iron",0.938582307692308
"gollum attenuatus","slender smooth-hound","gollum","Demersal Fish","proscylliidae","carcharhiniformes","Capture production","Marine areas","Omega-3 fatty acids",0.095717
"gollum attenuatus","slender smooth-hound","gollum","Demersal Fish","proscylliidae","carcharhiniformes","Capture production","Marine areas","Vitamin A",5
"gollum attenuatus","slender smooth-hound","gollum","Demersal Fish","proscylliidae","carcharhiniformes","Capture production","Marine areas","Vitamin B12",1.22
"gollum attenuatus","slender smooth-hound","gollum","Demersal Fish","proscylliidae","carcharhiniformes","Capture production","Marine areas","Zinc",0.241405
"gymnarchus niloticus","aba","gymnarchus","OFWDA","gymnarchidae","osteoglossiformes","Aquaculture (freshwater)","freshwater","Calcium",171.333
"gymnarchus niloticus","aba","gymnarchus","OFWDA","gymnarchidae","osteoglossiformes","Aquaculture (freshwater)","freshwater","Iron",2.37105263157895
